"","nlocs","scheme","ratio","change"
"448",200,"random",1.00156494522692,"-10%"
"449",210,"grid",1.03578154425612,"-10%"
"450",210,"random",0.957854406130268,"-10%"
"451",220,"grid",1.01160862354892,"-10%"
"452",220,"random",0.987654320987654,"-10%"
"453",230,"grid",1.02941176470588,"-10%"
"454",230,"random",0.885416666666667,"-10%"
"455",240,"grid",0.961857379767827,"-10%"
"456",240,"random",1.03395061728395,"-10%"
"457",250,"grid",0.997150997150997,"-10%"
"458",250,"random",1.05137395459976,"-10%"
"459",260,"grid",1.02564102564103,"-10%"
"460",260,"random",1.01626016260163,"-10%"
"461",270,"grid",0.952380952380952,"-10%"
"462",270,"random",1.01740294511379,"-10%"
"463",280,"grid",1.01960784313725,"-10%"
"464",280,"random",1.04252400548697,"-10%"
"465",290,"grid",1.04651162790698,"-10%"
"466",290,"random",1.02981029810298,"-10%"
"467",300,"grid",0.998751560549313,"-10%"
"468",300,"random",0.962962962962963,"-10%"
"469",50,"grid",1,"0%"
"470",50,"random",1,"0%"
"471",60,"grid",1,"0%"
"472",60,"random",1,"0%"
"473",70,"grid",1,"0%"
"474",70,"random",1,"0%"
"475",80,"grid",1,"0%"
"476",80,"random",1,"0%"
"477",90,"grid",1,"0%"
"478",90,"random",1,"0%"
"479",100,"grid",1,"0%"
"480",100,"random",1,"0%"
"481",110,"grid",1,"0%"
"482",110,"random",1,"0%"
"483",120,"grid",1,"0%"
"484",120,"random",1,"0%"
"485",130,"grid",1,"0%"
"486",130,"random",1,"0%"
"487",140,"grid",1,"0%"
"488",140,"random",1,"0%"
"489",150,"grid",1,"0%"
"490",150,"random",1,"0%"
"491",160,"grid",1,"0%"
"492",160,"random",1,"0%"
"493",170,"grid",1,"0%"
"494",170,"random",1,"0%"
"495",180,"grid",1,"0%"
"496",180,"random",1,"0%"
"497",190,"grid",1,"0%"
"498",190,"random",1,"0%"
"499",200,"grid",1,"0%"
"500",200,"random",1,"0%"
"501",210,"grid",1,"0%"
"502",210,"random",1,"0%"
"503",220,"grid",1,"0%"
"504",220,"random",1,"0%"
"505",230,"grid",1,"0%"
"506",230,"random",1,"0%"
"507",240,"grid",1,"0%"
"508",240,"random",1,"0%"
"509",250,"grid",1,"0%"
"510",250,"random",1,"0%"
"511",260,"grid",1,"0%"
"512",260,"random",1,"0%"
"513",270,"grid",1,"0%"
"514",270,"random",1,"0%"
"515",280,"grid",1,"0%"
